character;rank;LWO;rank_median;definition;pinyin;decomposition;radical;type;phonetic;semantic;freq1;freq2
倆;;;;two, a pair, a couple;liǎ;⿰亻兩;亻;ideographic;;;;
倉;;;;granary, barn/ cabin, berth;cāng;⿱人⿸户口;人;ideographic;;;;
個;;;;this, that/ single/ measure word for individuals;gè;⿰亻固;亻;pictophonetic;固;亻;;
們;;;;plural marker for pronouns and some nouns;men;⿰亻門;亻;pictophonetic;門;亻;;
倖;;;;lucky, fortunate/ to spoil, to dote on;xìng;⿰亻幸;亻;ideographic;;;;
倞;;;;far;jìng;⿰亻京;亻;ideographic;;;;
倫;;;;human relationships/ society;lún;⿰亻侖;亻;ideographic;;;;
倻;;;;used to transliterate Korean place names;yē;⿰亻耶;亻;pictophonetic;耶;亻;;
偉;;;;great, imposing/ extraordinary;wěi;⿰亻韋;亻;pictophonetic;韋;亻;;
側;;;;side/ to slant, to lean, to incline;cè;⿰亻則;亻;pictophonetic;則;亻;;
偵;;;;to spy, to reconnoiter/ detective;zhēn;⿰亻貞;亻;pictophonetic;貞;亻;;
偽;;;;false, counterfeit, bogus;wěi;⿰亻為;亻;pictophonetic;為;亻;;
傑;;;;hero/ heroic, outstanding;jié;⿰亻桀;亻;pictophonetic;桀;亻;;
傕;;;;used in old names;jué;⿰亻隺;亻;pictophonetic;隺;亻;;
傖;;;;vulgar person, country man;cāng;⿰亻倉;亻;ideographic;;;;
傘;;;;umbrella, parasol, parachute;sǎn;⿱人⿻十？;人;ideographic;;;;
備;;;;to prepare/ to get ready, to equip/ ready/ perfect;bèi;⿰亻？;亻;;;;;
傚;;;;to mimic, to imitate;xiào;⿰亻效;亻;ideographic;;;;
傢;;;;stubborn, obstinate, intransigent;jiā;⿰亻家;亻;pictophonetic;家;亻;;
傭;;;;to hire, to employ/ commission/ servant;yōng;⿰亻庸;亻;pictophonetic;庸;亻;;
傯;;;;busy, hurried/ urgent;zǒng;⿰亻悤;亻;ideographic;;;;
傳;;;;to pass on/ to propagate/ to transmit/ summons;chuán;⿰亻專;亻;pictophonetic;專;亻;;
債;;;;debt, loan, liability;zhài;⿰亻責;亻;ideographic;;;;
傷;;;;to injure, to harm/ wound, injury/ to fall ill;shāng;⿰亻⿱？昜;亻;;;;;
傾;;;;to upset, to pour out, to overflow;qīng;⿰亻頃;亻;pictophonetic;頃;亻;;
傿;;;;the name of an immortal/ surname;yàn;⿰亻焉;亻;pictophonetic;焉;亻;;
僂;;;;humpback/ surname;lóu;⿰亻婁;亻;pictophonetic;婁;亻;;
僅;;;;only, merely, solely, just;jǐn;⿰亻堇;亻;pictophonetic;堇;亻;;
僉;;;;all, together, unanimous;qiān;⿳亼⿰口口从;人;ideographic;;;;
僑;;;;emigrant/ to sojourn;qiáo;⿰亻喬;亻;pictophonetic;喬;亻;;
僕;;;;to fall forward/ prostrate, prone/ servant;pú;⿰亻菐;亻;pictophonetic;菐;亻;;
僥;;;;to be lucky/ by chance, by luck;jiǎo;⿰亻堯;亻;pictophonetic;堯;亻;;
僱;;;;to hire, to employ;gù;⿰亻雇;亻;ideographic;;;;
價;;;;price, value;jià;⿰亻賈;亻;ideographic;;;;
儀;;;;instrument, apparatus/ ceremony, rites;yí;⿰亻義;亻;pictophonetic;義;亻;;
儂;;;;I/ you/ surname;nóng;⿰亻農;亻;pictophonetic;農;亻;;
億;;;;hundred million/ many;yì;⿰亻意;亻;pictophonetic;意;亻;;
儅;;;;to stop;dàng;⿰亻當;亻;pictophonetic;當;亻;;
儈;;;;go-between, broker, proxy;kuài;⿰亻會;亻;ideographic;;;;
儉;;;;temperate, frugal, economical;jiǎn;⿰亻僉;亻;pictophonetic;僉;亻;;
儕;;;;a class, a company/ companion/ together;chái;⿰亻齊;亻;pictophonetic;齊;亻;;
儘;;;;to exhaust, to use up, to deplete;jǐn;⿰亻盡;亻;pictophonetic;盡;亻;;
償;;;;to repay, to recompense/ restitution;cháng;⿰亻賞;亻;pictophonetic;賞;亻;;
優;;;;superior/ elegant;yōu;⿰亻憂;亻;pictophonetic;憂;亻;;
儲;;;;to save money, to store, to reserve/ heir;chǔ;⿰亻諸;亻;pictophonetic;諸;亻;;
儷;;;;spouse/ pair, couple;lì;⿰亻麗;亻;pictophonetic;麗;亻;;
儸;;;;smart/ clever;luó;⿰亻羅;亻;pictophonetic;羅;亻;;
儺;;;;rich;nuó;⿰亻難;亻;pictophonetic;難;亻;;
儻;;;;if, supposing, in case;tǎng;⿰亻黨;亻;pictophonetic;黨;亻;;
儼;;;;grave, respectful/ majestic;yǎn;⿰亻嚴;亻;pictophonetic;嚴;亻;;
兇;;;;atrocious, brutal, ferocious;xiōng;⿱凶儿;儿;ideographic;;;;
兒;;;;son, child;ér;⿱臼儿;儿;pictophonetic;儿;儿;;
兓;;;;;jīn;⿰旡旡;儿;pictophonetic;旡;;;
兗;;;;to establish/ a province;yǎn;⿱六兄;儿;;;;;
兩;;;;two, both, pair, couple/ ounce;liǎng;⿱一⿻巾⿰入入;入;ideographic;;;;
円;;;;circle/ yen;yuán;⿵冂丄;冂;;;;;
冋;;;;desert/ border;jiōng;⿵冂口;冂;ideographic;;;;
冑;;;;helmet;zhòu;⿱由⺼;⺼;ideographic;;;;
冓;;;;secret, niche, hiding-hole, cabinet;gòu;⿱井再;冂;;;;;
冝;;;;suitable, right, proper;yí;⿱冖且;冖;;;;;
冣;;;;to assemble, to collect, to meet;jù;⿱冖取;冖;pictophonetic;取;冖;;
冪;;;;cover-cloth/ exponent, power;mì;⿱冖幕;冖;ideographic;;;;
凈;;;;clean, pure/ to cleanse;jìng;⿰冫爭;冫;pictophonetic;爭;冫;;
凍;;;;cold/ to freeze, to congeal/ jelly;dòng;⿰冫東;冫;pictophonetic;東;冫;;
凜;;;;to shiver with cold or fear;lǐn;⿰冫稟;冫;pictophonetic;稟;冫;;
処;;;;place, locale/ department;chǔ;⿺夂几;夂;pictophonetic;几;夂;;
凱;;;;triumphant/ triumph, victory;kǎi;⿰豈几;几;;;;;
別;;;;to separate, to distinguish, to classify/ to leave/ other/ do not, must not;bié;⿰另刂;刂;ideographic;;;;
刪;;;;to delete/ to cut/ to censor;shān;⿰冊刂;刂;ideographic;;;;
則;;;;rule, law, regulation/ grades;zé;⿰貝刂;刂;ideographic;;;;
剋;;;;to subdue, to restrain, to overcome/ used in transliterations;kè;⿰克刂;刂;ideographic;;;;
剎;;;;temple, shrine, monastary/ an instant, a moment/ to brake;shā;⿰杀刂;刂;pictophonetic;杀;刂;;
剛;;;;hard, strong, tough/ just, barely;gāng;⿰岡刂;刂;pictophonetic;岡;刂;;
剝;;;;to peel, to skin/ to exploit;bō;⿰彔刂;刂;pictophonetic;彔;刂;;
剮;;;;to cut/ to sever flesh from bone;guǎ;⿰咼刂;刂;pictophonetic;咼;刂;;
剳;;;;note, memo, official communique;dá;⿰荅刂;刂;pictophonetic;刂;荅;;
創;;;;to establish, to create/ cut, wound, trauma;chuàng;⿰倉刂;刂;pictophonetic;倉;刂;;
剷;;;;to raze, to pare, to level off;chǎn;⿰産刂;刂;pictophonetic;産;刂;;
劃;;;;to row or paddle a boat/ to scratch/ to plan/ profitable;huà;⿰畫刂;刂;pictophonetic;畫;刂;;
劄;;;;memo, note, official communique;zhā;⿰答刂;⺮;pictophonetic;刂;答;;
劇;;;;theatrical plays, opera, drama/ severe, acute;jù;⿰豦刂;刂;pictophonetic;豦;刂;;
劉;;;;to kill, to destroy/ surname;liú;⿰⿱卯金刂;刂;pictophonetic;卯;刂;;
劊;;;;to amputate, to cut off;guì;⿰會刂;刂;pictophonetic;會;刂;;
劍;;;;sword, dagger, saber;jiàn;⿰僉刂;刂;pictophonetic;僉;刂;;
劑;;;;dose/ medicine/ measure word for medicines;jì;⿰齊刂;刂;pictophonetic;齊;刂;;
劵;;;;certificate, ticket/ title deed;juàn;⿱龹力;力;pictophonetic;龹;力;;
劼;;;;cautious, discreet, prudent;jié;⿰吉力;力;pictophonetic;吉;力;;
勁;;;;strong, tough, unyielding/ power, energy;jìn;⿰巠力;力;pictophonetic;;力;;
勈;;;;brave;yǒng;⿰甬力;力;pictophonetic;甬;力;;
動;;;;to move, to happen/ movement, action;dòng;⿰重力;力;pictophonetic;重;力;;
務;;;;affairs, business/ should/ must;wù;⿰矛务;力;pictophonetic;务;矛;;
勛;;;;deeds, feats/ merit/ rank;xūn;⿰員力;力;pictophonetic;員;力;;
勝;;;;victory/ to excel, to truimph;shèng;⿰月劵;力;pictophonetic;劵;月;;
勞;;;;to labor, to toil/ to do manual work;láo;⿳炏冖力;力;ideographic;;;;
勢;;;;power, force/ tendency, attitude;shì;⿱埶力;力;pictophonetic;埶;力;;
勦;;;;to annihilate, to destroy, to exterminate;chāo;⿰巢力;力;pictophonetic;巢;力;;
勳;;;;dead, feat/ merit, rank;xūn;⿰熏力;力;pictophonetic;熏;力;;
勵;;;;to encourage/ to strive;lì;⿰厲力;力;pictophonetic;厲;力;;
勸;;;;to recommend, to advise/ to urge, to exhort;quàn;⿰雚力;力;pictophonetic;雚;力;;
匛;;;;;jiù;⿷匚久;匚;pictophonetic;久;匚;;
匧;;;;trunk, suitcase/ portfolio;qiè;⿷匚夾;匚;pictophonetic;夾;匚;;
匭;;;;chest, casket, small box;guǐ;⿷匚軌;匚;pictophonetic;軌;匚;;
匯;;;;to gather, to collect/ confluence;huì;⿷匚淮;匚;pictophonetic;淮;匚;;
匱;;;;to lack/ lacking, deficient/ exhausted/ empty;kuì;⿷匚貴;匚;pictophonetic;貴;匚;;
匸;;;;box;xì;？;匸;;;;;
區;;;;area, district, region, ward/ surname;qū;⿷匸品;匸;ideographic;;;;
卄;;;;twenty, twentieth;niàn;⿻十丨;十;ideographic;;;;
卌;;;;forty, fortieth;xì;⿻一？;十;ideographic;;;;
協;;;;to assist/ to cooperate, to join/ to harmonize;xié;⿰十劦;十;pictophonetic;十;劦;;
卹;;;;sympathy, pity/ comfort;xù;⿰血卩;卩;;;;;
卻;;;;still, but/ decline/ retreat;què;⿰谷卩;卩;pictophonetic;谷;卩;;
厗;;;;stone, mineral/ antimony;tí;⿸厂辛;厂;ideographic;;;;
厤;;;;to calculate/ the calendar;lì;⿸厂秝;厂;pictophonetic;秝;;;
厪;;;;hut/ diligent/ careful;jǐn;⿸厂堇;厂;pictophonetic;堇;厂;;
厭;;;;to dislike, to detest/ to reject/ to satiate;yàn;⿸厂猒;厂;pictophonetic;猒;厂;;
厲;;;;whetstone/ to grind, to sharpen, to whet;lì;⿸厂萬;厂;;;;;
厹;;;;spear/ the name of a tribe;róu;⿱九厶;厶;;;;;
參;;;;to take part in, to intervene/ ginseng;cān;⿳厽人彡;厶;pictophonetic;彡;;;
叢;;;;bush, shrub/ thicket/ collection;cóng;⿱丵⿸耳又;又;pictophonetic;;丵;;
吂;;;;;máng;⿱亡口;口;;;;;
吋;;;;English inch (unlike 寸, which could be the English or the Chinese inch);cùn;⿰口寸;口;ideographic;;;;
吶;;;;to raise one's voice/ to yell, to shout/ to stammer;nà;⿰口內;口;pictophonetic;內;口;;
呂;;;;a musical note/ surname;lǚ;⿳口丿口;口;;;;;
呎;;;;foot;chǐ;⿰口尺;口;pictophonetic;尺;口;;
呑;;;;to swallow/ to absorb;tūn;⿱夭口;口;pictophonetic;;口;;
呣;;;;interjection or exclamation indicating a question;ḿ;⿰口母;口;pictophonetic;母;口;;
呫;;;;to taste, to sip, to lick/ to whisper/ petty;tiè;⿰口占;口;ideographic;;;;
咑;;;;trumpet;dā;⿰口打;口;pictophonetic;打;口;;
咥;;;;the sound of a cat/ to laugh/ to bite;xì;⿰口至;口;pictophonetic;至;口;;
咼;;;;to chat, to gossip, to jaw, to talk/ mouth;guō;⿵冎口;口;ideographic;;;;
咾;;;;onomatopoeic/ sound, noise;lǎo;⿰口老;口;pictophonetic;老;口;;
員;;;;employee/ member/ personnel, staff;yuán;⿱口貝;口;pictophonetic;;貝;;
哱;;;;onomatopoeic;bō;⿰口孛;口;pictophonetic;孛;口;;
唄;;;;final particle of an assertion;bei;⿰口貝;口;pictophonetic;貝;口;;
唅;;;;to swallow/ to grunt, to grumble;hán;⿰口含;口;ideographic;;;;
唎;;;;final particle/ and? ok?;lì;⿰口利;口;pictophonetic;利;口;;
唚;;;;to vomit;qìn;⿰口⿱⿱彐冖又;口;pictophonetic;彐;口;;
唝;;;;to sing;gòng;⿰口贡;口;pictophonetic;贡;口;;
唫;;;;to hum, to intone/ to close, to shut;jìn;⿰口金;口;pictophonetic;金;口;;
唵;;;;to eat with one's hands/ used in transliterations;ǎn;⿰口奄;口;pictophonetic;奄;口;;
唸;;;;to recite, to read, to chant;niàn;⿰口念;口;pictophonetic;念;口;;
問;;;;to ask about, to inquire after;wèn;⿵門口;口;pictophonetic;門;口;;
啓;;;;to open/ to explain/ to begin;qǐ;⿱⿰户攵口;口;ideographic;;;;
啞;;;;dumb, mute, hoarse;yǎ;⿰口亞;口;pictophonetic;亞;口;;
啟;;;;to open/ to begin, to commence/ to explain;qǐ;⿰启攵;口;ideographic;;;;
啫;;;;onomatopoeic/ an interjection of warning;zhě;⿰口者;口;pictophonetic;者;口;;
啰;;;;long-winded, verbose;luō;⿰口罗;罒;pictophonetic;罗;口;;
啴;;;;many/ to pant;chǎn;⿰口单;口;pictophonetic;单;口;;
喆;;;;sage/ wise, sagacious;zhé;⿰吉吉;口;ideographic;;;;
喚;;;;to call;huàn;⿰口奐;口;pictophonetic;奐;口;;
喨;;;;to yell/ to wail, to cry/ to neigh;liàng;⿰口亮;口;pictophonetic;亮;口;;
喪;;;;mourning/ mourn/ funeral;sàng;⿱⿻土⿰口口亡;口;pictographic;;;;
喬;;;;tall, lofty/ proud, stately;qiáo;⿱夭高;口;pictophonetic;夭;高;;
單;;;;single, individual, only/ lone;dān;⿱⿰口口？;口;;;;;
喲;;;;ah, final particle;yō;⿰口約;口;pictophonetic;約;口;;
喼;;;;used in transliterations;jié;⿰口急;口;pictophonetic;急;口;;
嗆;;;;choking, as by smoke/ something that irritates the nose or throat;qiāng;⿰口倉;口;pictophonetic;倉;口;;
嗇;;;;miserly, stingy, thrifty;sè;⿱坐回;口;;;;;
嗊;;;;to sing;gòng;⿰口貢;口;pictophonetic;貢;口;;
嗎;;;;final interrogative particle;ma;⿰口馬;口;pictophonetic;馬;口;;
嗐;;;;alas!;hài;⿰口害;口;pictophonetic;害;口;;
嗚;;;;the sound of someone crying or sobbing;wū;⿰口烏;口;pictophonetic;烏;口;;
嗩;;;;a flute-like musical instrument;suǒ;⿰口⿱⺌貝;口;ideographic;;;;
嗶;;;;used in transliterations;bì;⿰口畢;口;pictophonetic;畢;口;;
嘅;;;;the sound of a sigh;kǎi;⿰口既;口;pictophonetic;既;口;;
嘆;;;;to sigh, to admire;tàn;⿰口堇;口;pictophonetic;堇;口;;
嘍;;;;used in onomatopoetic expressions;lóu;⿰口婁;口;pictophonetic;婁;口;;
嘔;;;;to vomit/ to annoy, to enrage;ǒu;⿰口區;口;pictophonetic;區;口;;
嘖;;;;interjection of approval or admiration;zé;⿰口責;口;pictophonetic;責;口;;
嘗;;;;to taste/ to experience, to experiment with;cháng;⿱尚旨;口;pictophonetic;尚;旨;;
嘚;;;;onomatopoeic/ the sound of a horse's hooves;dē;⿰口得;口;pictophonetic;得;口;;
嘜;;;;mark;mà;⿰口麥;口;pictophonetic;麥;口;;
嘢;;;;thing/ matter, substance;yě;⿰口野;口;pictophonetic;野;口;;
嘩;;;;uproar, tumult, hubbub;huā;⿰口華;口;pictophonetic;華;口;;
嘮;;;;to chat, to gossip, to jaw, to talk;láo;⿰口勞;口;pictophonetic;勞;口;;
嘯;;;;to roar, to howl/ to scream/ to whistle;xiào;⿰口肅;口;pictophonetic;肅;口;;
嘰;;;;to grumble/ to sigh;jī;⿰口幾;口;pictophonetic;幾;口;;
嘸;;;;unclear/ an expletive;fǔ;⿰口無;口;pictophonetic;無;口;;
嘼;;;;;chù;⿱⿰口口⿳田一口;口;;;;;
嘽;;;;many/ to pant;chǎn;⿰口單;口;pictophonetic;單;口;;
噁;;;;bad, wicked/ foul, nauseating;ě;⿰口惡;口;pictophonetic;惡;惡;;
噓;;;;to blow, to exhale, to hiss, to sigh/ to praise;xū;⿰口虛;口;pictophonetic;虛;口;;
噠;;;;a sound made to get a horse to move;dā;⿰口達;口;pictophonetic;達;口;;
噥;;;;to whisper;nóng;⿰口農;口;pictophonetic;農;口;;
噦;;;;to belch/ to vomit;huì;⿰口歲;口;pictophonetic;歲;口;;
噯;;;;interjection indicating regret;āi;⿰口愛;口;pictophonetic;愛;口;;
噲;;;;to swallow, to gulp down/ greedy;kuài;⿰口會;口;pictophonetic;會;口;;
噴;;;;to blow, to puff, to spray, to spurt;pēn;⿰口賁;口;pictophonetic;賁;口;;
噸;;;;a metric ton;dūn;⿰口頓;口;pictophonetic;頓;口;;
噹;;;;appropriate, timely/ to act, to serve/ the sound of bells;dāng;⿰口當;口;pictophonetic;當;口;;
嚀;;;;to enjoin, to instruct/ to charge;níng;⿰口寧;口;pictophonetic;寧;口;;
嚄;;;;to roar;huō;⿰口蒦;口;pictophonetic;蒦;口;;
嚇;;;;to scare, to frighten/ to threaten, to intimidate;xià;⿰口赫;口;pictophonetic;赫;口;;
嚕;;;;verbose, talkative/ mumbling;lū;⿰口魯;口;pictophonetic;魯;口;;
嚙;;;;to bite, to gnaw;niè;⿰口齒;口;pictophonetic;齒;口;;
嚥;;;;to swallow, to gulp;yàn;⿰口燕;口;pictophonetic;燕;口;;
嚨;;;;throat;lóng;⿰口龍;口;pictophonetic;龍;口;;
嚮;;;;to direct, to guide/ to favor, to incline towards;xiàng;⿱鄉向;口;ideographic;;;;
嚳;;;;one of five legendary emperors;kù;⿱？告;口;;;;;
嚴;;;;strict, rigorous, rigid/ stern;yán;⿱⿰口口⿸厂敢;口;;;;;
囀;;;;to sing/ to chirp, to twitter, to warble;zhuàn;⿰口轉;口;pictophonetic;轉;口;;
囂;;;;to make noise/ to treat with contempt;xiāo;⿳⿰口口頁⿰口口;口;;;;;
囈;;;;to talk in one's sleep/ somniloquy;yì;⿰口藝;口;pictophonetic;藝;口;;
囉;;;;long-winded, verbose;luō;⿰口羅;口;pictophonetic;羅;口;;
囌;;;;loquacious/ to nag;sū;⿰口蘇;口;pictophonetic;蘇;口;;
囑;;;;to instruct, to order, to tell/ testament;zhǔ;⿰口屬;口;pictophonetic;屬;口;;
圂;;;;pig-sty/ privy;hùn;⿴囗豕;囗;ideographic;;;;
圇;;;;all, complete, entire;lún;⿴囗侖;囗;pictophonetic;侖;囗;;
國;;;;country, nation, state/ national;guó;⿴囗或;囗;ideographic;;;;
圍;;;;to surround, to encircle, to corral;wéi;⿴囗韋;囗;pictophonetic;韋;囗;;
園;;;;garden, park/ orchard;yuán;⿴囗袁;囗;pictophonetic;袁;囗;;
圓;;;;circle/ circular, round/ complete;yuán;⿴囗員;囗;pictophonetic;員;囗;;
圖;;;;diagram, chart, map, picture/ to plan;tú;⿴囗啚;囗;ideographic;;;;
團;;;;sphere, circle, ball/ mass, lump/ group, regiment/ to gather;tuán;⿴囗專;囗;ideographic;;;;
圙;;;;enclosed pasture;lüè;⿴囗⿱八面;囗;pictophonetic;;囗;;
圤;;;;;pǔ;⿰土卜;土;pictophonetic;土;;;
坒;;;;to compare, to equal, to match;bì;⿱比土;土;ideographic;;;;
垔;;;;to restrain/ to dam a stream and change its direction/ a mound;yīn;⿱西土;土;pictophonetic;西;土;;
垚;;;;mound, lump, round mass;yáo;⿱土⿰土土;土;ideographic;;;;
垯;;;;lump, mound/ pimple;da;⿰土达;土;pictophonetic;达;土;;
埄;;;;dust storm/ dust in the wind;běng;⿰土夆;土;pictophonetic;夆;土;;
埇;;;;the name of a bridge;yǒng;⿰土甬;土;pictophonetic;甬;土;;
埗;;;;jetty, quay/ port city, trade hub;bù;⿰土步;土;pictophonetic;步;土;;
埡;;;;used in place names;yā;⿰土亞;土;pictophonetic;亞;土;;
埲;;;;dust storm;běng;⿰土奉;土;pictophonetic;奉;土;;
埵;;;;hardened dirt or clay/ cluster;duǒ;⿰土垂;土;pictophonetic;垂;土;;
埶;;;;art;yì;⿰坴丸;土;ideographic;;;;
執;;;;to execute/ to grasp, to hold/ to keep/ to sieze, to detain;zhí;⿰幸丸;土;ideographic;;;;
埼;;;;headland;qí;⿰土奇;土;pictophonetic;奇;土;;
堃;;;;compliance, obedience/ female;kūn;⿱⿰方方土;土;pictophonetic;;土;;
堅;;;;hard, strong/ firm, resolute;jiān;⿱臤土;土;ideographic;;;;
堊;;;;chalk/ to daub with chalk/ holy, sacred, sagacious;è;⿱亞土;土;pictophonetic;亞;土;;
堯;;;;a legendary ancient emperor-sage;yáo;⿱垚兀;土;ideographic;;;;
報;;;;to announce, to report/ newspaper/ payback, revenge;bào;⿰幸⿱卩又;土;ideographic;;;;
場;;;;field, open space/ market, square/ stage;chǎng;⿰土昜;土;pictophonetic;昜;土;;
堿;;;;salty;jiǎn;⿰土咸;土;pictophonetic;咸;土;;
塊;;;;piece, lump, chunk/ dollar/ measure word for currency;kuài;⿰土鬼;土;pictophonetic;鬼;土;;
塋;;;;grave, tomb, cemetary;yíng;⿳炏冖土;土;ideographic;;;;
塕;;;;airborne dust;wěng;⿰土翁;土;pictophonetic;翁;土;;
塗;;;;to smear, to scribble, to daub/ surname;tú;⿱涂土;土;pictophonetic;余;氵;;
塚;;;;cemetery/ tomb, burial mound;zhǒng;⿰土冢;土;pictophonetic;冢;土;;
塢;;;;bank, entrenchment, low wall/ dock;wù;⿰土烏;土;pictophonetic;烏;土;;
塲;;;;field, market, open space;cháng;⿰土⿱？昜;土;pictophonetic;昜;土;;
塵;;;;cinders, ashes, dust, dirt;chén;⿱鹿土;土;ideographic;;;;
塹;;;;moat, pit, trench/ cavity;qiàn;⿱斬土;土;pictophonetic;斬;土;;
墊;;;;cushion, mat, pad/ to advance money, to pay for another;diàn;⿱執土;土;pictophonetic;執;土;;
墜;;;;to drop, to fall down, to sink/ heavy/ weight;zhuì;⿱隊土;土;pictophonetic;隊;土;;
墮;;;;to drop, to fall, to sink/ degenerate;duò;⿱隋土;土;pictophonetic;隋;土;;
墳;;;;grave, mound, bulge/ bulging;fén;⿰土賁;土;pictophonetic;賁;土;;
墻;;;;wall;qiáng;⿰土嗇;土;pictophonetic;嗇;土;;
墾;;;;to cultivate, to farm/ to reclaim;kěn;⿱貇土;土;pictophonetic;貇;土;;
壇;;;;altar/ arena/ examination hall;tán;⿰土亶;土;pictophonetic;亶;土;;
壓;;;;press/ oppress/ crush/ pressure;yā;⿱厭土;土;ideographic;;;;
壘;;;;rampart/ base (in baseball);lěi;⿱畾土;土;pictophonetic;畾;土;;
壞;;;;bad, rotten, spoiled/ to break down;huài;⿰土褱;土;pictophonetic;褱;土;;
壟;;;;grave, mound/ furrow, ridge;lǒng;⿱龍土;土;pictophonetic;龍;土;;
壢;;;;drain, ditch, channel;lì;⿰土歷;土;pictophonetic;歷;土;;
壩;;;;embankment/ dam;bà;⿰土霸;土;pictophonetic;霸;土;;
壯;;;;big, large/ robust, strong/ the name of a tribe;zhuàng;⿰爿士;士;pictophonetic;爿;士;;
壺;;;;jar, pot, jug, vase/ surname;hú;⿱士亞;士;pictographic;;;;
壽;;;;old age, longevity/ lifespan;shòu;⿳⿳士乛工一吋;士;ideographic;;;;
夊;;;;to go slowly;suī;？;夊;;;;;
夠;;;;enough, adequate/ to reach, to attain/ to pass muster;gòu;⿰多句;夕;pictophonetic;多;句;;
夢;;;;dream;mèng;⿱艹⿱罒⿱冖夕;夕;ideographic;;;;
夲;;;;to advance quickly/ to go back and forth/ origin, source;tāo;⿱大十;大;;;;;
夾;;;;to support/ to be wedged between;jiā;⿻大从;大;ideographic;;;;
奐;;;;numerous/ brilliant;huàn;⿱⿱？？大;大;;;;;
奓;;;;extravagant;zhā;⿱大多;大;ideographic;;;;
奩;;;;lady's vanity case/ trousseau;lián;⿱大區;大;ideographic;;;;
奪;;;;to rob, to snatch, to take by force;duó;⿳大隹寸;大;ideographic;;;;
奭;;;;majestic, red/ anger, ire/ surname;shì;⿻大皕;大;;;;;
奮;;;;to strive, to exert effort/ to arouse;fèn;⿳大隹田;大;ideographic;;;;
奼;;;;beautiful, colorful/ girl;chà;⿰女乇;女;pictophonetic;乇;女;;
妝;;;;adornment, make-up/ to dress up, to use make-up;zhuāng;⿰爿女;女;pictophonetic;爿;女;;
妳;;;;you (female);nǎi;⿰女尔;女;ideographic;;;;
姦;;;;crafty, dishonest, selfish/ evil, villainous/ adultery;jiān;⿱女⿰女女;女;ideographic;;;;
姪;;;;niece;zhí;⿰女至;女;pictophonetic;至;女;;
姫;;;;beauty/ imperial concubine;jī;⿰女臣;女;ideographic;;;;
姮;;;;lady;héng;⿰女亘;女;pictophonetic;亘;女;;
娛;;;;pleasure, enjoyment, amusement;yú;⿰女吳;女;pictophonetic;吳;女;;
娭;;;;grandmother, father's mother/ a term of respect;āi;⿰女矣;女;pictophonetic;矣;女;;
婁;;;;a constellation/ to wear/ surname;lóu;⿱母女;女;ideographic;;;;
婦;;;;married woman/ wife;fù;⿰女帚;女;ideographic;;;;
婭;;;;a mutual term of address for sons-in-law or brothers-in-law;yà;⿰女亞;女;pictophonetic;亞;女;;
